dw_δ90,xr_μ1,tn_μ2,gy_φ13,tn_ξ4,tn_ξ5,gy_Σ6,tn_θ7,bh_ω38
38.731418,-3.492195,-34.470489,-6.24639,3.960339,59.602515,-80.058974,0.311113,43.209196
17.164749,13.948697,-33.534702,4.23404,2.412724,64.374249,39.042182,0.599481,58.262976
29.477222,5.807955,-36.161689,3.900403,6.92765,58.32516,-43.969266,-1.700772,66.585975
34.710542,9.209006,-15.738306,2.757951,7.112371,75.671154,-39.078074,0.577784,46.271344
19.889835,7.041882,-22.749807,8.260629,3.998813,44.534612,19.164082,-1.0,62.998113
23.825104,16.41243,-31.468391,-2.874327,6.212597,60.803269,-0.982326,1.0,68.570616
25.433517,15.408589,-34.689222,-0.553054,2.089413,80.147778,-54.483255,-0.30631,55.812236
19.313095,0.754712,-12.629638,-25.059115,5.569935,78.733177,-81.972211,0.843531,64.212271
44.633413,-16.127574,-37.338769,0.164542,1.290834,82.570702,-11.766367,1.0,60.731782
18.127342,7.300094,-37.40913,4.866777,9.187817,27.038931,-83.809196,1.000445,59.604379
46.38853,9.989827,-38.792421,-10.743412,4.166198,26.476319,34.782515,1.678054,50.379356
41.281811,8.145787,-26.00973,21.500036,4.743358,33.932713,-70.931356,-1.0,43.689208
38.735267,4.88303,-41.394489,6.156759,8.000506,40.73505,-67.809223,-1.0,58.567823
43.986052,-6.882489,-32.393572,-6.847489,1.708824,50.338537,-2.848903,1.0,56.103935
36.491648,6.730848,-33.795761,6.795422,4.40221,64.325624,29.299726,0.079694,62.823154
34.926489,7.090869,-40.272324,10.209586,1.216341,43.479763,0.358283,-1.785166,47.085681
43.478383,9.392674,-32.848832,3.545197,4.271216,70.168007,-11.302081,1.0,64.6657
19.431437,11.213014,-13.614922,-11.999359,3.294484,36.321162,-39.610476,1.0,50.67441
44.96645,6.868871,-40.653306,1.124108,5.889992,66.410378,-16.132929,1.592679,56.100574
38.179318,9.29616,-21.737204,15.883586,7.701669,29.27241,-44.97956,1.0,63.260901
18.597424,-7.08315,-23.667104,-3.490617,7.166912,31.912858,-1.906514,0.0,44.395448
44.907796,4.588628,-44.89515,17.582917,7.346477,81.667341,-84.054855,1.0,50.770315
31.284106,0.816173,-44.450252,3.241352,7.754237,79.251515,-84.948423,1.0,66.826823
34.521071,-6.504284,-13.124499,-0.645611,5.859595,27.041998,-81.378468,0.0,61.853483
18.812288,7.774279,-19.879016,-4.411692,0.553264,78.835445,33.012666,-1.205572,43.179636
19.057363,16.744735,-23.590732,-7.374905,5.032139,77.224217,-73.81003,1.0,46.380665
41.823307,7.956274,-17.105212,18.644912,4.749826,78.947621,-68.077529,-0.628881,65.123481
46.356949,3.710249,-39.928299,-14.825178,3.636228,76.09324,-18.866117,-0.221517,65.427795
26.215418,10.158638,-14.626457,5.017939,5.16285,49.901788,-13.025818,0.484669,67.293628
39.269421,20.229891,-12.012049,7.276677,8.308697,36.182781,-14.380161,0.0,59.09716
35.436734,7.161433,-40.963415,-5.128684,7.936528,43.961886,15.122249,0.0,57.620057
34.334423,1.401536,-41.436188,8.545477,3.326395,33.698132,-46.266762,1.0,55.184378
24.344469,-3.118755,-24.664493,-0.515413,1.622071,65.256004,-41.604078,-1.435622,63.962205
24.138624,-0.414343,-41.773975,-2.587265,3.855239,79.06308,12.692018,-1.0,67.904069
41.712862,3.127368,-14.430749,5.918561,5.755164,57.698342,4.165386,1.0,63.40596
34.518655,15.561615,-30.219341,9.449565,3.649324,39.955341,6.694292,0.85983,44.600848
33.631215,6.366176,-36.495692,4.293596,6.616329,81.447977,5.518442,-1.0,64.286387
42.973897,3.00839,-42.671038,4.001398,2.100298,65.133771,-47.94583,-0.417253,54.607103
29.555824,-6.431483,-29.607913,-0.425364,1.285627,27.81251,44.120639,0.0,46.599356
38.389778,8.06983,-28.848775,21.141753,4.286911,81.454786,26.36422,-1.0,54.960692
17.424177,0.043649,-41.892521,-2.644364,6.31012,50.374431,-6.296027,-1.0,62.496717
28.403627,4.582595,-17.220114,15.094844,4.312029,38.600507,-42.509469,-1.352579,52.515486
37.305928,7.145591,-14.732737,10.709782,3.621624,76.27694,-41.360008,1.0,49.874257
22.845405,7.932935,-22.21942,2.596379,7.446219,56.051632,18.776314,1.565656,57.306168
39.775185,15.473394,-23.806898,5.513753,3.094802,57.091319,-25.754907,0.187626,64.595937
16.384472,6.35071,-25.681044,15.673742,5.313284,65.427966,-52.333348,0.0,54.687905
40.599043,8.721152,-16.047757,0.186898,4.000698,78.285729,-35.852321,0.84227,55.595117
44.926983,4.69401,-41.464141,7.929729,4.718924,78.301525,-76.084841,0.0,55.573197
44.802958,15.428171,-42.469238,-23.359309,6.862692,75.808493,20.320915,0.0,58.987859
18.066727,-13.280814,-41.201314,-1.460066,6.915195,76.515984,-58.702469,-0.095596,50.777789
22.761734,-7.634457,-44.432646,1.047118,6.61133,37.963482,43.053535,-0.859596,59.981155
47.133505,-0.068901,-12.634139,-12.782185,7.053571,30.58262,1.575146,-0.691659,53.526433
43.899506,-2.149261,-18.654005,-10.009677,4.797157,37.970531,16.490888,1.0,58.376713
30.217538,-5.005354,-24.375851,-8.464299,5.789443,36.159444,-33.8721,0.0,45.096249
42.995352,-5.345007,-28.717087,-0.133871,-0.408429,76.179583,-44.249317,0.109485,50.114045
33.436468,-8.317977,-45.051205,-8.035405,7.59476,78.06279,35.004472,1.0,60.44697
29.600988,14.481853,-32.82958,5.564441,5.27288,53.041522,-8.356291,1.606249,58.070641
29.747071,1.061002,-23.268636,6.693854,8.507537,42.814229,-27.442721,1.0,45.185841
21.475317,1.633615,-22.230826,-0.760725,5.928651,29.705642,41.589471,1.233744,67.007756
22.912641,3.977922,-31.769291,-0.715498,3.339223,34.865084,4.028115,0.651268,52.956601
39.883811,-2.691557,-13.748148,4.454274,6.891796,62.891576,39.018971,1.0,51.39185
23.870473,11.271238,-14.96167,12.228481,5.162914,53.077261,-81.578832,-0.560349,67.773945
15.738609,6.554822,-21.482999,-14.052222,7.57071,50.603896,-24.131675,-1.0,66.271039
20.041149,3.113718,-18.519331,13.108964,5.973988,77.125815,-3.891941,-1.0,66.027316
22.332143,9.53136,-24.434702,-2.245457,7.131152,36.310711,-50.393922,0.0,60.071933
19.859363,1.712677,-43.936901,4.264763,5.991093,58.837097,-70.832666,0.0,53.094742
41.177278,-6.68864,-23.145645,-1.063797,4.494429,56.873429,41.478577,1.0,68.090206
34.073432,-4.627492,-18.744593,-14.606542,4.353327,33.806563,32.803984,-1.660691,47.283467
39.225542,2.048623,-29.024079,9.568466,6.371955,37.408603,-49.806795,-1.0,60.913273
34.334027,-0.459479,-11.661345,4.600093,1.97026,61.293758,-10.454199,1.0,49.992558
40.991071,2.8262,-40.844978,16.296243,4.128825,68.422366,-43.680676,0.0,46.90395
43.47483,4.233175,-42.761207,2.871911,0.425403,72.925156,-66.169338,1.0,59.167602
34.613582,10.153351,-20.306779,-15.572259,-1.404303,76.087074,-66.164427,1.0,52.998845
29.74372,0.498313,-12.062998,4.692497,4.381703,55.133091,-9.298585,0.845855,48.702988
41.282683,3.933995,-14.054414,-10.151329,2.674332,49.051327,-82.353355,1.034992,67.029716
31.597675,-1.249352,-13.485766,-19.125749,9.081956,43.412961,-73.548584,0.761676,58.475974
21.408403,-0.124862,-25.628039,8.340358,4.051695,29.122019,-83.662287,1.0,57.759428
48.722339,5.922583,-18.391554,4.500832,6.602488,33.385811,-34.698871,-1.0,54.405237
16.735722,-4.837863,-20.596844,5.295061,3.529585,54.79225,-36.395499,0.841666,48.089245
16.028834,10.96943,-43.214424,-10.387895,10.309233,65.235997,-65.568847,0.0,58.873643
26.619467,5.959528,-16.20369,-0.717052,1.684838,80.892549,-79.64607,1.0,49.227638
34.000859,0.449296,-16.39484,-0.267455,3.001691,57.232004,-0.974324,1.0,63.839011
18.554334,9.151847,-43.864117,-0.658561,6.069624,42.762782,29.019248,0.0,50.95934
44.688701,13.603612,-12.977498,7.623179,2.958186,49.543189,-51.794458,0.268441,58.364495
26.516589,3.336847,-28.46574,-18.600039,8.768668,46.634042,34.744425,1.12715,64.769825
21.247616,0.510369,-41.518766,-11.619921,5.936731,53.98239,-13.421635,-1.0,55.762965
27.410209,-4.691213,-43.006378,1.28674,7.329147,32.630577,-18.61097,-1.496189,67.031054
33.012271,15.15045,-39.0807,13.137542,0.176424,81.117698,-23.76946,1.096897,59.302394
25.998226,-7.415706,-27.254326,-3.288951,4.12752,49.280871,30.475991,-1.045867,60.704172
37.381114,1.555805,-18.673891,-8.126491,0.219597,49.754953,-5.235375,1.0,45.805393
34.7862,-2.843291,-17.550629,5.73126,8.893035,26.998936,-61.458418,-1.0,46.078625
46.967355,25.869328,-38.701424,9.697929,7.343101,52.998461,-34.35173,-1.461707,66.378056
18.72657,17.127962,-25.433602,-3.137289,4.885723,37.46619,36.765393,0.0,62.551058
43.109714,5.391422,-37.261153,-15.027859,0.469608,82.676072,43.67524,0.225749,56.819016
26.84345,9.796803,-11.378377,1.193766,3.377517,62.115598,-29.205846,-1.0,62.519519
39.939244,4.964136,-40.628894,-10.358184,5.743914,53.448844,-71.726107,-1.0,47.910594
36.499366,1.899643,-42.567,-0.450272,8.675745,58.666004,-35.444592,-0.046782,56.080712
24.651905,4.683477,-40.235263,-0.133733,-1.447238,65.096326,-12.1836,0.427679,52.581206
26.823961,-7.174616,-41.624062,-6.59218,4.831157,30.317321,-76.809793,0.211905,49.388978
42.378398,-10.879304,-27.914012,18.40081,7.981856,56.551977,-26.831068,-1.0,52.700667
20.587409,2.231967,-32.341312,10.680924,3.059623,28.197613,42.328913,-1.246871,61.296135
16.069032,-2.107106,-29.734134,-9.200919,4.121601,62.03776,-36.563177,1.0,58.621649
22.923933,1.933463,-41.638577,-6.444323,2.847467,80.435807,28.764527,-2.294239,55.082776
16.061528,4.762692,-36.007519,-10.671542,0.442469,56.555692,35.275831,1.0,55.084791
33.107249,-3.5515,-14.044217,-9.814343,2.098084,80.606125,22.194062,1.0,59.571539
36.644597,13.918683,-25.848962,-11.159205,5.034189,40.428257,2.671029,-1.071781,60.295403
32.606478,2.766867,-41.098889,2.749843,6.286843,82.914549,-54.000041,0.8578,56.651591
26.830407,23.328519,-33.751015,0.238383,5.04955,29.255627,-69.902523,1.316896,52.726379
19.454567,1.665895,-24.456354,-3.780253,7.080423,60.349197,12.322649,-1.0,64.132539
33.421562,4.728098,-12.884137,-18.475557,2.249093,63.152766,2.8632,0.521352,51.706362
22.833253,0.38581,-16.452571,1.115224,5.797339,69.66283,-48.065381,-0.190765,57.964748
16.056432,11.144404,-27.956585,12.723793,4.027915,45.059126,-19.669955,1.0,56.511578
46.380526,0.560379,-11.909382,-2.865582,4.921701,30.725139,-17.219161,1.0,54.248144
45.88351,9.00491,-22.461626,-6.42508,4.916666,49.831024,33.648302,0.670031,60.68054
45.527809,-18.649892,-17.49696,9.476833,4.262894,31.939912,3.910388,-1.0,65.434551
35.718739,1.046839,-34.231782,4.606715,3.989079,80.247465,-51.208828,1.391666,56.763297
18.173091,0.696118,-40.804697,-5.492119,2.680996,54.882478,-30.994582,0.0,58.687585
45.314109,4.595473,-28.3535,-5.440691,1.457895,75.848061,-12.145768,1.0,59.347471
20.939253,5.729589,-31.183548,-9.47346,7.722198,38.574957,37.760746,1.0,68.474759
39.53025,5.017949,-13.157285,-7.241893,4.624197,74.364244,-58.263618,-0.71203,64.122334
42.533448,0.842214,-25.347673,-20.725391,3.574935,47.003362,-6.796767,1.0,65.766989
15.313378,-2.839963,-44.444164,-8.107438,5.806486,39.298152,14.641503,-1.415822,65.815697
47.323301,5.149279,-35.973858,10.191809,-0.522173,28.423221,6.457903,-1.0,65.278106
15.656341,4.338494,-25.672722,-5.679019,9.331136,72.001211,-3.829989,1.0,50.527252
22.82156,1.076195,-36.095945,-15.47481,-0.088895,44.721219,-76.538446,-1.0,44.40231
16.702878,-4.754148,-44.278605,8.836487,8.087834,71.601769,14.707203,0.346388,55.856666
31.628297,5.905319,-39.321106,-0.07612,8.134729,40.589459,-31.15102,-0.538328,54.584474
32.83558,1.15502,-11.640034,1.71123,9.650385,80.831193,-64.93404,1.0,68.524991
32.966215,4.722257,-31.270462,2.59477,5.180084,64.530681,-36.9656,-1.0,54.372348
34.581379,1.738531,-36.552266,12.565603,5.369419,57.140247,8.059187,-1.0,58.672821
31.825658,-6.284102,-29.293301,-1.886049,6.067923,40.210148,19.132114,0.0,50.778971
18.768514,-12.966015,-17.397359,-6.290509,6.876816,41.646376,-71.108038,0.861133,54.323506
20.679866,-5.188017,-17.884609,18.494719,6.306888,60.218544,19.327908,0.0,63.517134
31.049145,11.1283,-23.655771,-2.530489,3.239368,76.519528,29.151779,-1.077657,58.023966
25.060465,5.061502,-39.150635,0.99589,7.051868,80.650827,-68.531539,0.339203,47.512611
46.222751,6.687856,-14.639276,1.238528,2.530471,73.638189,19.818569,-1.0,57.095633
23.022138,-7.497176,-17.10741,-11.699452,6.922822,79.966381,-1.176752,0.0,64.606256
32.575503,-0.490843,-26.944711,7.307118,5.400718,75.303876,-76.936788,-0.689193,43.872839
46.204651,10.285653,-27.275615,7.907518,4.946191,80.228408,-68.763566,0.428824,53.775476
22.482144,-11.844844,-41.366134,6.980854,3.847799,40.455811,41.383147,0.0,58.378414
32.032206,16.723128,-13.214887,7.105049,6.215113,77.228945,-4.736777,-0.301748,47.410438
30.173856,1.08084,-40.358936,3.567008,9.829662,30.17613,11.294552,-0.214898,66.125174
16.882462,12.86593,-24.731261,-5.659224,8.880019,78.212691,-55.843154,0.0,49.359286
26.339984,-6.006477,-24.296537,-4.986574,6.517194,52.060375,40.034231,0.269514,67.812193
32.653289,2.044833,-11.226974,-3.762437,5.260962,57.743657,43.102215,1.0,57.053261
34.69502,17.229463,-34.481333,-1.123602,-0.676387,73.14048,37.640371,0.0,46.61684
30.874434,15.276196,-32.77675,-2.208924,1.331076,73.512327,-32.922289,-1.0,62.966259
17.760835,-3.523512,-41.769594,17.136657,2.796654,83.612568,-13.919031,0.0,54.370269
47.981429,-6.890821,-30.992425,0.404361,0.697413,50.364563,-82.318507,1.0,44.868613
35.871606,27.6177,-11.055921,-9.358885,3.878691,36.845827,-4.847797,1.0,53.301953
30.746042,-2.816295,-19.390393,6.605757,4.83591,51.720953,-53.648882,-1.0,57.747658
21.225362,-9.895751,-33.447105,10.250584,11.06548,43.502873,-76.306927,0.0,68.39382
24.383462,15.755616,-40.442857,-11.671834,4.881029,39.000811,33.09377,-0.457704,59.437637
26.101186,23.515406,-15.672108,-1.817234,7.143565,74.117448,-64.625954,-1.0,66.65391
46.308782,9.279099,-21.084027,7.61575,3.447296,48.127759,-25.47263,-1.0,44.962964
44.619282,0.694789,-12.660334,11.801534,5.339834,74.575794,-62.157399,0.0,51.157625
31.870298,16.799896,-37.696944,1.045561,5.44925,75.627549,18.026598,0.480109,63.642911
43.671585,-3.832616,-25.710467,-4.122907,5.287963,66.936799,-64.167992,0.886028,60.078421
23.997934,0.011622,-38.368505,-4.108687,7.782019,83.497127,31.329758,-0.428961,64.913466
43.8549,7.69644,-22.424522,-5.162079,6.272682,64.747413,-20.559459,-1.0,44.050899
21.791453,7.203374,-27.413452,9.415163,5.711351,79.591714,-36.943434,-0.422672,55.061456
40.55442,11.673122,-16.43081,8.057599,4.63344,54.666618,-45.460982,1.0,47.19506
20.877789,6.054328,-40.560127,16.601645,3.260635,38.608354,-72.828916,1.875931,49.748478
44.709397,26.844737,-21.849909,-5.075215,1.47854,76.641904,-58.808348,0.542513,44.667265
27.043854,-1.332735,-13.791014,1.994005,2.529518,57.751164,-4.934929,1.0,45.287136
46.772999,-1.536254,-34.091586,5.259777,5.480794,51.757339,-20.533767,0.109889,55.876713
27.658503,3.191668,-37.408974,1.154877,-2.087131,63.456096,16.810451,-1.0,66.110766
47.754185,2.733612,-21.084333,9.202292,6.050698,39.243534,26.78088,1.046233,45.801257
41.970319,8.242145,-11.859628,-5.59994,2.10265,57.604485,1.542751,-0.380791,45.891537
45.828118,15.022026,-15.963813,8.930366,6.454096,69.262137,-79.645048,0.212053,54.005
18.521799,-4.320532,-37.739074,-0.237338,2.971915,74.807548,-30.379119,-0.247407,64.104145
30.875272,-7.303271,-20.85257,-18.695858,2.581144,52.165018,-25.173116,-1.154919,57.268321
31.275178,12.218148,-12.576825,-11.931002,0.955567,38.263981,38.293204,-0.936404,53.163794
27.727651,14.341509,-33.738691,-5.402462,8.612101,52.459433,29.284249,1.0,50.348531
39.611308,3.42807,-15.801885,-6.029609,6.971571,69.719362,-52.143842,0.0,67.422849
42.039018,13.340271,-45.024706,-11.264173,1.918779,58.313601,-29.017247,1.0,46.135622
29.624201,12.475408,-28.280713,5.010274,4.884269,75.01778,14.600281,1.0,49.784145
42.407244,9.281616,-33.912245,-0.497462,7.523973,43.853188,-9.699285,-1.0,52.460475
17.98837,4.916901,-13.117748,-0.704464,7.98718,30.415677,-72.293004,0.0,60.290871
24.39408,5.889159,-12.018495,-8.548642,6.077086,29.048193,-11.497994,0.0,63.897131
37.298532,-1.414377,-27.40221,-14.042315,3.323233,73.034646,-75.009564,1.68164,61.059444
17.346162,-3.661523,-11.236365,10.306329,2.823747,56.618529,-75.916146,0.199366,66.105239
36.688169,7.740312,-23.424532,13.620124,8.254571,41.442255,19.143281,0.35161,66.127957
17.561514,-7.62342,-16.617933,14.055302,6.19483,64.063023,-35.328333,-1.0,64.362584
37.790309,5.052495,-26.933839,3.859134,6.465463,81.552811,15.885939,-1.0,59.718599
47.124758,15.185419,-16.687895,-6.76754,4.497286,50.702076,39.590144,1.0,64.209855
41.014649,0.553884,-24.558328,-1.101184,4.05762,73.92809,-62.527457,0.0,46.148845
38.935879,15.391842,-16.930253,13.819271,3.335502,67.142609,-4.26837,-1.0,60.229347
35.149018,3.630645,-44.638102,13.340654,5.364485,50.475379,44.50617,-1.131601,58.30889
42.056153,3.086784,-32.072836,-5.976689,6.473026,34.900305,-14.886954,0.0,60.91571
41.23377,-9.336749,-20.060139,-0.590281,6.87184,80.461093,22.339817,0.580204,65.003086
27.533008,7.203886,-22.219249,8.41229,4.334492,38.756792,-51.83105,-0.003402,49.056467
28.885724,-11.262235,-19.759629,-10.597042,5.877247,56.80953,26.007632,-1.0,54.7088
26.395873,5.757959,-27.214514,-13.671032,5.593559,63.784449,-37.652248,-1.0,57.195684
18.622026,10.227056,-14.680082,-4.369415,2.811735,61.3793,25.701015,1.0,50.821559
44.392788,0.7757,-41.065934,22.340472,5.240027,79.697075,0.692848,-1.0,53.548881
45.322905,-2.244366,-29.089928,-6.039215,3.500777,72.6375,31.318669,0.0,62.325263
23.936774,0.571342,-28.574855,-12.69999,11.279856,51.7911,-23.016084,-1.0,54.128166
29.88281,2.924627,-29.895688,-7.498806,-0.902116,77.21585,-21.903297,0.226513,67.864158
27.678096,-5.827391,-24.47662,-7.648977,4.326278,76.607865,-37.017914,-0.433005,60.197582
15.990287,-0.283177,-22.710865,16.191615,4.23827,64.598785,-76.850508,-1.03788,59.414784
27.053693,-10.411503,-44.21537,-8.499836,4.23211,68.993161,-9.971924,1.0,62.362583
48.211817,-11.917005,-25.325508,-10.0979,6.665977,29.561236,-48.501157,-0.260011,68.011926
18.965821,1.47366,-19.941666,15.156103,3.023165,66.405153,44.837702,0.0,43.730341
42.231325,-3.994713,-31.864623,14.055113,4.815834,30.833242,4.603438,0.716588,67.673557
41.473891,-2.103515,-36.217797,2.318748,7.738451,35.102967,4.03589,-1.074685,46.406446
40.194388,13.068027,-30.885831,-5.099779,4.058721,75.797039,-42.267177,-0.158042,64.33319
34.324098,3.820165,-19.37384,13.630816,4.561627,29.326767,-66.691884,-0.283405,44.849381
29.361475,-1.234452,-44.007841,1.682279,6.297325,55.506631,-31.942183,-1.384407,48.611178
25.29208,6.472378,-12.883338,-1.492355,5.037574,63.390644,-79.520718,1.0,51.806913
42.311192,6.160798,-41.221741,-1.418101,6.11348,37.719607,-23.488962,-0.472583,47.841923
32.825003,8.591323,-39.477984,16.292985,4.276898,27.489774,-45.762073,-1.135996,67.178942
26.808421,-4.999648,-32.192781,7.656102,0.195501,65.616007,9.600151,1.117054,43.96936
