fp_δ90,bh_δ91,xr_φ12,gy_λ73,zx_φ14,zx_λ75,qv_φ16,xr_ξ7
-0.175872,31.187684,-1.0,0.224749,-1.0,-31.425072,-7.104456,0.174788
0.544631,29.59826,0.0,0.0,1.0,57.667844,1.145524,0.0
1.024702,31.922627,0.107297,0.0,0.868816,25.681696,-2.403608,1.47557
0.0,23.732236,0.0,0.612966,0.0,58.01947,26.478155,1.0
-1.0,33.826574,0.348434,0.0,1.0,11.234228,-3.022231,0.0
1.321402,28.757393,0.068644,-1.0,0.872224,46.22887,34.22657,-1.0
0.488002,37.896046,-2.107642,-0.656641,0.376548,19.127366,9.751827,0.0
0.0,28.367731,-0.315417,-1.315165,-0.49504,-32.891521,2.343658,-1.0
-1.0,35.7568,1.0,-1.0,-1.0,-34.105974,-19.102193,-0.507407
0.591939,31.368323,-1.0,0.0,-1.0,43.388894,-5.960184,-1.098557
0.0,38.522097,0.0,-1.234052,1.302054,4.066652,1.260543,-1.0
0.191614,25.824146,-1.548734,-0.236275,1.2832,52.212872,7.376222,1.0
1.989553,38.320998,0.0,0.0,-1.0,40.18497,9.965033,0.200645
-0.749252,27.225521,1.0,0.0,1.0,-8.384095,13.34139,1.0
1.0,36.147646,-1.0,-0.746594,-1.371545,58.252641,6.066073,-0.056586
-1.0,31.731481,0.84435,1.0,2.794132,44.829826,10.927732,1.394991
-1.0,29.672242,-0.27002,1.0,-1.0,28.869262,36.09456,1.105335
0.590386,32.807657,-1.0,-1.0,-1.0,22.671076,-5.435919,0.0
-1.306518,28.866801,-1.0,0.0,-1.914613,-36.352265,-7.773356,-0.698415
0.558564,38.531544,-1.0,1.0,-1.0,52.742361,0.14458,0.006589
0.0,31.656072,0.240221,0.553715,0.0,-38.464635,35.059118,2.436952
0.0,22.687066,1.0,-0.548245,-1.0,10.492483,13.91042,0.808984
0.0,23.526515,-0.502297,-1.0,0.0,-0.104699,9.997574,-1.0
1.28701,28.081813,1.0,1.0,0.0,21.178127,-13.164783,1.0
-1.0,35.282169,-1.440432,0.0,-1.0,13.326794,-18.699022,-1.0
0.0,25.574571,1.347564,0.0,-1.0,-0.857193,19.501042,1.0
0.783682,39.297268,0.0,0.0,-0.083441,32.186801,26.182404,0.0
-1.0,33.674697,0.0,0.432706,-0.474759,56.154777,-19.469256,0.0
-0.753087,22.29557,-0.642219,1.0,-0.116881,-33.86301,11.108651,1.469896
0.632489,30.427982,0.274025,0.118419,-1.0,-38.695144,-21.34009,1.0
1.349419,30.718415,-0.55381,0.0,1.0,0.32863,29.914003,0.0
-0.380356,31.716719,0.41212,1.0,0.0,-37.481305,25.159082,-0.059655
-1.0,31.234358,0.0,-0.146212,0.944291,-11.54389,-3.179807,0.0
-0.78169,23.711623,0.0,1.599167,0.083974,18.596679,-21.585402,-1.0
1.0,25.867147,-1.0,-0.305475,2.282054,12.823021,12.789299,-0.514715
-1.52895,26.967551,-1.350701,1.0,0.50237,46.448582,4.918928,-0.246986
1.495259,24.212402,-0.782573,-1.0,-1.0,-47.267816,33.969725,1.0
0.314254,38.231968,-0.703494,-1.0,1.0,14.348646,19.892059,0.0
0.464569,30.307622,-1.03496,1.0,0.849742,42.076392,-11.125002,0.871467
0.733517,22.532889,-0.728394,-1.0,-1.0,31.536162,23.03926,1.0
0.0,32.455335,1.0,-0.216358,-0.394187,-16.940307,3.207694,-1.894454
0.036485,34.023121,1.520391,1.0,0.462056,38.970797,24.926623,0.956102
1.0,37.333949,0.0,0.0,-1.0,-3.466321,-7.745827,0.41742
1.0,31.36646,-1.025457,0.344023,-0.013113,-25.68098,26.064179,-0.911381
0.580412,26.60245,-1.0,0.0,1.0,59.694296,19.575931,0.0
0.36488,27.897235,-1.0,0.0,-1.0,-21.675202,-20.277385,0.76772
-1.670849,36.287161,0.0,-0.221146,0.782391,4.2716,16.27929,-1.175064
-1.0,36.92229,0.0,0.0,1.0,16.829007,-16.277621,0.0
1.0,27.750645,1.779537,-0.21035,0.920615,36.440645,-8.924582,0.472334
1.0,28.785529,1.0,0.222957,1.567203,11.022551,8.6563,1.0
0.813662,34.644986,1.0,-1.0,0.690559,-47.221719,-10.935409,-1.0
-0.345295,33.149496,-0.336097,0.709961,-1.0,32.707765,33.22219,0.0
0.0,23.945676,1.0,0.812517,1.0,-36.739569,32.877399,-0.860876
-0.127775,28.942997,1.0,-0.884405,-1.744291,48.086459,-10.531894,-1.249804
0.382803,33.612761,1.0,0.0,0.0,-18.162684,1.896509,0.0
-1.115398,25.509057,-0.145183,1.973456,-2.86415,7.610154,8.854157,0.242273
-0.957702,37.159019,1.0,1.0,0.0,-14.817742,-4.608445,1.0
-1.051533,36.598062,0.0,-1.0,-1.06736,19.109838,35.370177,-1.0
0.0,39.702292,1.0,1.0,0.0,-28.498965,24.874135,-0.066319
0.211295,27.968587,-1.0,-1.0,-0.973219,-11.347943,-21.002916,-1.0
1.0,31.524693,0.0,-1.0,1.908872,-9.291771,28.988321,1.574106
0.0,27.569295,-0.024173,0.0,0.0,23.730902,-21.291812,-0.228127
2.034195,24.822123,0.0,0.474237,-0.79564,-8.479615,12.601263,0.082296
-0.358874,31.127228,-0.34406,0.176638,0.207084,41.014651,29.42293,-1.0
-0.430258,27.635473,-0.083009,-0.478202,-0.023371,57.091292,20.89128,0.179841
-0.385818,29.866807,-0.035547,0.188222,-1.0,38.970252,30.857753,-0.165915
-1.0,39.137898,2.822555,-0.220755,-0.63662,-37.116678,-5.467937,0.0
1.666518,38.431167,-1.121474,0.320732,1.082759,-40.06123,2.623888,-0.965252
0.594304,31.287632,-1.0,-1.0,0.395331,2.491218,12.817489,0.09177
0.721534,23.725164,0.0,-1.0,-0.014805,-5.967192,0.359187,0.0
0.0,35.136121,0.785769,0.0,-0.930523,-28.419417,15.443271,-1.0
1.797584,27.76315,0.0,-1.0,-1.636012,49.460558,8.079453,1.756777
0.0,35.936574,-1.0,0.0,0.845695,47.911332,32.322173,0.710463
-1.0,36.64492,0.0,-0.311887,1.549433,-38.80957,0.525833,-0.782927
1.275152,34.285104,0.0,0.909838,-1.581886,28.238496,4.239443,-0.653948
-1.0,29.294946,0.0,-1.0,-1.826328,-32.963786,9.91001,0.0
0.0,33.38586,0.253076,0.646156,0.731054,33.445615,-19.900011,-1.281184
-1.0,35.546546,-0.075886,-1.0,-0.773656,29.831432,21.163194,0.0
0.874448,25.503819,-0.604919,1.32074,1.519821,25.81786,2.278697,0.261578
0.0,27.170962,1.0,1.0,-1.0,7.566586,2.29022,0.243049
1.0,28.302328,0.0,-1.0,-1.0,51.549827,6.601225,1.0
0.0,29.406728,0.0,0.0,1.0,52.368148,30.599997,1.408631
0.955422,30.746392,-0.540575,0.280428,1.0,41.482786,-11.909238,-0.355307
0.884314,28.02695,-0.378835,1.656525,-1.0,17.434736,34.795484,-1.0
-1.658517,23.399498,0.0,-1.0,0.501718,-39.473215,35.449506,1.306476
0.0,38.947756,1.0,-1.0,1.0,35.27339,-15.656783,-0.6995
-0.018297,39.606616,0.568137,-0.020454,0.0,-38.840961,-17.643922,1.0
-1.0,39.544184,-0.420084,0.0,0.530762,-20.96737,9.296556,0.883979
0.0,29.910472,1.0,0.314527,0.0,50.440269,-6.31518,-1.744743
-1.0,24.734459,-1.855781,-1.0,1.0,3.73646,32.301271,-1.0
1.0,34.016852,1.0,0.0,0.0,-13.338965,-3.584704,0.353463
1.0,34.490268,0.0,0.0,1.0,53.963912,-14.750401,0.0
-0.928452,33.603061,0.603899,-1.287308,0.0,36.27644,33.654848,1.662162
1.189023,39.368359,0.428677,1.0,1.0,32.79524,1.106488,0.590172
-1.0,37.616259,1.014097,1.0,-0.210575,58.797292,3.607054,-1.0
-0.369386,30.175572,0.0,0.0,0.239442,-3.073,27.373303,-0.603309
1.0,35.524625,0.0,1.0,1.448643,27.590559,30.131536,0.0
-1.0,29.555309,-0.625145,0.044558,-0.483873,-29.843113,0.260993,-1.51156
-0.327176,35.971244,-1.131768,-1.0,0.830825,54.031733,-11.013665,-2.799368
2.987549,22.133791,0.0,0.0,0.155758,-32.560057,5.107525,-1.324851
0.426493,32.746509,0.0,-0.042107,-1.0,-0.301215,29.175949,-0.140933
0.0,32.24882,1.0,-0.649738,0.839862,54.992135,-19.941086,1.0
-0.64297,27.525005,0.0,1.0,1.356927,-29.04918,20.480233,-0.32234
-1.0,32.10058,1.0,0.176887,-1.17302,-24.830024,5.088796,-1.119008
0.0,26.664588,1.0,-0.525197,-0.254226,-38.62708,-22.057604,1.192804
1.0,35.16704,1.047445,-0.22852,-0.494733,-41.445891,25.431761,-1.194048
0.0,31.07093,0.627238,-0.509812,0.508986,14.893832,15.324357,-1.0
2.012322,23.301217,1.0,1.0,1.0,-46.453884,-18.657037,1.276186
0.0,23.886385,-1.0,1.194053,-1.0,49.724282,15.04512,0.894257
-0.038805,22.491533,-1.0,-0.628019,-0.422037,59.652305,-7.409052,-0.351422
0.0,39.208775,-0.208224,-1.049565,-0.506798,-34.949023,12.008654,-0.130044
1.0,24.850366,0.0,-1.0,0.0,-15.484237,20.784786,-1.0
1.0,34.301157,0.0,-1.0,-0.842008,-36.153578,24.317994,-0.551983
0.243166,31.099464,0.0,-1.0,-1.0,-43.537118,-14.866639,0.0
1.355261,28.198296,0.253854,1.0,-0.746652,-1.206405,-6.78866,-1.0
-1.383618,29.20679,1.0,1.759231,0.36666,57.251886,-20.655755,1.0
0.0,23.304459,1.0,1.6782,1.237593,46.138284,15.528201,-1.0
0.0,25.463581,1.0,0.0,0.558843,-4.58059,28.867934,-1.0
1.284254,33.718762,1.0,0.0,0.0,42.671209,27.884124,0.639987
-1.0,26.779947,0.307623,-1.0,1.0,31.324815,12.922729,1.0
0.582703,26.045116,-1.0,0.0,-1.0,-0.965286,-19.667231,1.666263
1.0,24.376531,0.546572,0.0,-1.62915,52.13546,16.575749,-0.104792
0.446024,37.499251,-1.0,0.087676,0.0,18.032784,-3.271061,-0.868881
0.692017,32.057999,0.549537,0.039939,-0.549375,59.984307,-0.437932,-1.0
-0.356673,29.368292,0.0,0.0,0.79691,42.281298,32.252696,-1.0
0.0,38.68755,0.00702,-0.91518,-1.393952,-36.63242,-8.5337,-1.0
-0.772301,35.704728,-1.0,1.0,0.942171,39.039896,13.425847,0.0
-0.464098,37.577727,0.589401,-0.705215,-0.742707,40.313734,-20.610819,-1.0
-1.0,26.344704,1.0,-0.637154,-1.0,-30.76919,10.522813,0.0
-0.762022,22.926036,-1.278917,1.967674,-0.369795,4.799895,-18.492599,1.0
1.0,25.821188,1.0,0.483552,-1.290386,-23.6066,17.595366,1.0
0.174845,26.141653,1.415718,-1.700598,-1.0,45.575128,-1.119841,0.0
0.0,31.258251,-0.405415,-1.0,0.0,52.325249,18.802167,-1.0
1.247658,29.400818,1.088668,0.779445,-1.0,24.925488,-4.177432,0.617724
-1.0,26.153013,-0.35131,0.0,-0.042779,3.053943,18.075027,0.0
1.0,33.327586,-0.093958,-1.082003,1.0,-12.479275,20.534452,0.0
-0.892254,38.960659,-0.356305,-1.049277,1.642206,43.759173,6.213497,-1.069919
1.298176,24.115461,-1.0,0.503576,0.0,9.88357,4.247059,0.422551
-0.64573,23.359748,0.016437,1.125155,1.166456,45.987466,34.670276,-1.10381
0.0,36.679635,0.0,1.0,0.0,12.480692,34.82599,1.0
-0.157392,32.855098,0.0,0.247341,0.0,-42.596674,-21.958728,0.0
1.0,27.800226,0.562809,0.0,1.124393,30.516802,10.879372,-0.928343
1.0,26.048113,1.640535,-1.0,0.0,-47.075376,-13.838633,-0.357692
0.434066,24.04817,-2.43498,1.0,0.0,-6.202676,-20.273281,-2.556849
-1.0,21.577813,2.55668,0.222043,1.0,9.350258,-3.641684,-1.64085
0.0,32.264558,0.547295,1.0,1.0,36.504403,22.710751,-1.0
0.284863,36.277012,-1.214846,-1.0,-0.011514,-32.822795,-1.335329,-0.187917
0.0,36.037037,0.0,0.503278,-1.328565,10.028862,23.768971,-0.896682
0.863464,28.481064,-0.774811,2.206009,1.834958,3.995418,33.24054,-1.0
0.0,25.011137,0.0,-0.310293,1.395707,-2.398982,29.652991,-0.012975
1.0,24.741173,0.087819,-0.753595,0.240029,45.823477,11.331617,0.655005
-1.0,29.557305,-0.825702,-1.0,-1.526699,38.699393,-19.174803,1.0
1.0,35.801441,1.0,-0.38396,1.0,41.77691,-11.915276,1.0
1.0,25.138903,0.0,-0.239137,-1.0,38.501188,-9.60603,-0.32348
1.0,23.383362,-0.407096,-0.275541,0.617234,-33.191168,-18.81147,1.0
1.0,33.185423,-1.0,0.0,-1.0,-37.759805,-10.168187,0.132755
0.380063,23.967998,0.027372,0.0,-0.520136,29.00141,-10.341071,-1.0
0.0,30.557925,-1.0,0.394139,0.0,-9.123423,12.311216,1.113123
-1.0,33.147372,-1.0,-2.414275,-0.963922,50.591041,9.908185,0.0
0.0,31.255694,-1.0,-0.939013,0.0,53.889739,25.740722,-1.0
-0.436618,33.781778,0.0,-0.28496,1.0,35.953622,27.473382,1.380766
-0.39804,24.071078,1.694177,1.0,-1.0,-35.115143,32.649958,-1.0
0.617238,31.513508,-0.64181,1.0,0.0,-21.214177,-2.67632,-1.0
-1.0,24.845106,0.087818,1.04323,0.089195,-7.182878,3.709137,0.0
0.179634,38.115119,1.0,0.265536,0.0,23.22671,6.518334,0.0
-0.857898,39.4314,0.250002,0.169495,1.0,-39.279982,-7.997426,0.967135
-1.0,25.142319,0.0,2.0688,0.276838,52.686019,23.281166,0.37913
0.750436,22.890275,1.0,1.0,-0.000293,-23.956047,28.523931,0.864075
1.0,25.391031,-1.714389,1.0,2.354306,25.473127,-5.929567,-1.0
1.275185,37.217408,-1.0,0.42557,-1.0,40.705853,-13.493716,-1.0
-0.121642,36.3467,-0.558484,-1.0,-1.0,-24.858851,7.332455,-0.079375
-1.346294,23.657062,-1.0,-1.0,1.0,-42.151516,-3.124579,-0.63584
0.327837,23.537713,-0.70191,0.697138,0.694112,-35.509541,0.747475,1.452848
0.297706,22.004749,0.0,-0.710944,0.553597,4.388984,-5.27994,1.0
-0.364353,35.188827,-0.429023,-0.695675,0.055382,-15.725485,31.705019,-0.203171
-0.374823,31.025811,0.193117,-1.0,-1.0,-21.520147,35.141745,-1.0
-0.681816,36.333044,-0.32767,-1.0,-1.0,-22.246351,-7.044798,0.0
-0.204739,37.039029,1.0,1.0,0.0,32.245391,-15.742983,-1.129827
1.625549,28.81716,0.790682,-0.243138,-1.0,34.270434,6.927185,-1.0
-1.0,39.245302,0.0,1.0,1.230624,33.017319,-13.120688,-0.131675
0.0,24.780572,1.164181,1.0,1.0,-39.097875,-18.786068,-0.192547
-1.0,33.231715,-2.047926,1.0,0.223295,8.608413,-6.986631,-0.266507
-1.476687,24.851719,1.0,0.53105,0.0,-4.830921,20.497354,-0.867721
-0.766374,33.211489,-0.06077,-1.0,0.0,-28.202025,-0.501053,0.0
-1.889001,35.319221,1.0,0.052928,0.0,-45.970544,36.182266,1.085849
-1.0,36.534823,1.636758,-0.441168,0.092767,-45.434241,-7.350916,-1.139346
0.740741,28.015741,-1.0,0.774027,0.092131,45.49462,-11.98088,1.0
1.0,25.661495,0.527977,0.0,1.0,-20.235834,-0.092058,-1.0
0.0,33.121105,1.0,-1.218677,1.0,41.54449,7.905369,1.0
1.60789,22.171592,-1.0,0.906774,1.0,-24.038677,29.914513,0.0
