mk_φ10,zx_ψ21,zx_λ72,jl_ψ23,zx_λ74,mk_φ15
0.786509,0.0,-1.69903,18.550298,-12.475863,-96.045544
0.607569,1.353577,1.029406,-49.77275,-4.313018,-91.397326
0.353859,-1.0,6.981313,-62.784064,2.642094,-94.745649
1.616247,1.606018,4.804615,-42.412258,-13.194228,-90.282839
0.317977,1.0,-0.782372,7.451347,-10.593134,-92.276473
0.195532,-1.0,-3.10416,-19.372217,7.508602,-95.587596
0.97901,0.186403,0.08642,25.365399,-0.290012,-91.55141
0.210445,-1.0,-2.946487,-62.642245,-7.251725,-96.260422
0.461643,0.0818,-2.506892,-73.070611,-8.576313,-93.833578
1.317577,0.004496,4.4649,-74.765418,2.171725,-92.430917
1.195634,0.049018,-2.370493,-38.465938,10.518809,-90.581354
0.343336,1.0,-8.065556,-13.791368,-6.553648,-93.600023
0.506044,-1.0,-0.833079,20.719013,7.39931,-93.344125
1.102182,1.0,3.369957,-12.320867,-13.237701,-90.446556
0.233578,0.0,-4.77145,-77.134668,-2.862518,-95.771312
-0.230159,0.858549,-7.216314,-88.420823,-9.330116,-92.667637
-0.646762,-0.635234,-7.481624,21.07123,-1.106719,-91.468156
1.13623,1.0,2.769525,4.24861,-6.353799,-89.734026
1.291567,0.926619,2.710012,17.75576,0.88935,-93.395759
0.554577,0.0,2.52611,-16.344658,4.334827,-93.266296
0.979865,-1.0,4.031091,27.750911,1.518869,-94.822628
0.35923,1.0,0.989445,12.831367,-10.049679,-94.359703
1.625019,0.003572,0.280137,10.029057,-10.739911,-95.64028
0.900273,0.3555,-1.903678,-76.322943,-2.338168,-91.445811
1.145628,-1.124623,-3.280509,11.567086,4.696466,-92.182335
0.347716,0.541832,-3.582595,-33.36237,-12.577757,-92.70862
0.226082,-1.0,1.835026,-62.007366,-13.197579,-92.583278
1.673109,1.0,-2.603807,-81.336063,-11.97213,-94.567623
0.580178,-1.0,0.293099,-89.6529,-9.140033,-93.683017
1.919998,1.0,-1.020934,11.600677,-4.762045,-90.656169
0.62868,0.0,1.15409,-18.799836,3.948331,-93.343624
0.284141,0.0,2.123781,13.567759,-3.771307,-95.606984
0.873022,1.0,0.375632,-18.88241,-2.447155,-89.576728
1.865584,0.0,3.376582,-88.977533,-8.95786,-90.85382
0.604954,1.0,-3.670414,-77.337602,0.28042,-92.516832
0.324903,-0.021172,-4.315891,-39.50654,-1.91986,-92.920368
0.672189,1.0,4.600744,-50.525679,-19.142882,-92.642915
1.472081,0.023603,-1.704924,-90.604675,-3.255038,-92.006995
1.453832,1.0,2.240694,-1.281911,-4.068817,-94.235426
1.405498,-1.0,5.923249,-37.256964,-8.373422,-91.056244
0.294347,0.0,2.241401,-73.286016,5.679245,-93.982051
0.329269,0.363687,-2.288094,-11.663865,4.647075,-90.294596
1.78559,-1.0,0.647712,-70.373802,0.913496,-95.809106
0.317261,0.630607,-2.506488,23.729142,-4.673706,-94.702165
0.669566,0.0,-4.112669,19.909858,4.643039,-89.43635
0.012623,1.0,1.463931,-63.777957,2.774856,-95.542609
0.510908,-0.068962,2.398573,-19.28357,-4.651451,-92.086022
1.380344,-0.587521,5.609384,-65.75635,-4.602266,-93.347252
0.59331,1.0,0.264008,-82.316192,-7.768817,-91.192039
0.815906,1.0,-2.20725,-60.853589,-5.563559,-91.229105
0.753234,-1.0,-5.432161,16.934435,2.393857,-95.351563
0.926077,1.0,4.446946,-8.548551,8.478908,-90.395999
0.200885,0.0,2.338052,-58.022354,1.834288,-90.552044
1.225494,-1.0,-4.518724,-69.179329,1.932012,-91.179699
1.731577,-1.0,-1.775034,-35.925253,-8.911909,-95.113861
0.958263,0.0,1.716279,-57.958127,-3.278237,-92.772077
0.807068,0.0,-4.623983,-50.873608,-10.340175,-89.959222
0.801598,-1.0,5.02144,-63.525613,-1.659706,-92.887444
0.640824,0.404858,1.047854,-65.299945,-4.949827,-93.787668
0.632735,-1.0,1.040289,-80.159736,5.125253,-89.816199
1.451101,-1.548793,-2.284957,21.953396,0.518215,-95.872604
1.053809,1.0,-2.15768,21.541789,-4.112548,-94.451594
1.086516,-0.422116,3.387149,29.327328,-7.671981,-89.848656
2.092157,1.0,0.901702,-54.429571,-8.507542,-92.435569
0.794605,1.0,-3.111657,27.489007,2.225784,-92.438205
0.756676,-1.0,3.469199,-29.937431,8.245027,-92.125024
0.635323,0.356381,0.210333,-6.247481,-7.291124,-92.794776
0.720167,0.0,-1.170487,3.966033,6.799127,-89.914141
0.794849,-1.0,-0.79677,-25.936775,-3.054192,-90.719574
0.431883,1.0,-0.344858,24.050461,-8.076641,-89.952204
1.270101,-1.0,-2.700011,-1.319677,-10.253178,-92.125735
1.596032,-1.0,-2.099374,7.102542,-0.697788,-89.803385
0.394715,-0.020711,-4.522506,28.673578,-6.958239,-90.305662
0.870474,1.0,4.958757,-35.456744,-0.003921,-91.164226
0.791615,1.282967,2.675099,-10.1974,-2.488166,-89.35191
1.802837,1.31593,1.893087,27.793598,-4.756755,-94.743703
0.307032,0.559067,-7.709012,-32.556757,5.105502,-94.910276
1.323213,-1.0,-0.71224,-37.379141,0.240114,-90.150753
-0.115249,-1.0,-7.64101,-60.451419,-4.631209,-93.121021
0.12881,0.0,6.168054,-15.438964,-6.054968,-89.749564
0.96802,-1.0,1.606497,-47.825488,3.147171,-92.664414
0.845305,-1.292941,5.851391,-90.120742,-6.036728,-91.074365
0.529818,-1.0,0.912986,-80.093189,4.69502,-94.66436
1.17446,-0.953915,0.058401,-52.232965,6.404293,-96.244162
2.010439,0.85699,-3.512955,-71.458773,0.818108,-91.63372
0.81307,0.528037,-0.712168,-85.296415,-3.472525,-96.038183
0.365864,1.0,0.114125,-62.086523,1.585802,-94.89072
0.208092,0.0,5.933043,16.043187,-1.863271,-94.600205
1.06244,1.124927,1.394608,14.88844,-4.448418,-95.391404
0.699063,0.0,-6.598271,-47.979182,0.98046,-89.57445
0.888845,0.228329,-2.648163,-59.054102,3.170859,-95.44541
0.281607,-0.035706,2.703936,-7.169128,-12.379625,-89.535059
0.363794,0.0,0.666508,-17.526902,-8.421218,-90.614804
0.747728,0.560283,3.141476,-45.850723,-10.566547,-89.61641
1.118577,-0.135506,0.590394,12.186834,1.255156,-93.505413
0.822207,0.0,-4.934612,-69.27511,-5.706661,-90.090447
0.242592,0.801075,-1.168672,-66.90018,-3.852046,-92.72755
0.791292,1.0,-7.223164,-7.466033,-7.887767,-96.381382
0.622752,1.808073,2.379325,-5.964921,-9.842863,-89.477444
0.369426,0.415947,-0.587637,-0.409894,-1.149136,-91.28184
0.555882,1.0,-3.779111,-68.049661,-9.153597,-92.623763
1.747537,0.687572,3.716662,-85.950187,5.325501,-93.841267
0.444345,0.617104,2.698674,27.204595,-0.880488,-93.716987
0.573697,1.0,-2.123156,-29.577212,0.991004,-91.217838
0.341951,-1.0,-5.707015,-51.528308,-5.40496,-91.69259
1.489918,-1.14041,-1.592613,5.508842,-4.264354,-91.117977
0.38008,0.321646,-3.260727,-64.1703,-7.827365,-89.930271
0.88299,1.0,-4.111113,-2.055662,-9.5986,-93.190829
0.546572,1.0,-6.817544,-87.639574,-1.770774,-93.936655
0.551923,1.0,1.465486,-94.306944,6.11945,-91.981395
1.048334,1.037016,1.137316,-83.349956,6.93772,-90.697734
0.710762,0.0,4.552312,-14.965381,-1.168335,-89.475439
0.96326,0.565725,-1.694669,-4.556548,2.425025,-95.164196
0.040834,-1.551502,-0.217667,-31.730909,1.780508,-92.318851
0.753142,-0.782159,4.694784,-16.146204,-12.896053,-95.768971
0.606686,-2.065682,2.198792,1.687412,1.347701,-95.952497
0.112817,1.0,0.076169,11.435373,0.42922,-91.579748
0.768684,1.0,5.929721,-21.828941,-0.452046,-94.00793
0.704433,0.0,4.720797,10.480629,-0.625131,-90.204348
1.446469,0.386913,3.088535,-57.85135,-8.549777,-90.10309
1.168057,1.471511,1.408675,25.429167,-7.920225,-94.721136
1.542321,-1.0,-0.319462,-69.701217,-8.174197,-90.357452
0.445415,0.961274,-1.165289,-28.641081,-10.837326,-94.740085
1.133166,-1.0,5.186799,-75.991218,-8.45261,-94.327201
-0.294874,1.0,6.075987,29.026089,2.825563,-95.402708
0.974735,-1.0,-1.881318,15.330844,-5.791499,-94.426951
-0.473782,-0.45622,-3.453634,-16.651712,2.703527,-95.907364
1.128231,-1.0,-1.288603,-8.875865,-8.625193,-90.634186
1.225388,-1.0,-8.848997,15.569028,-3.21686,-93.84493
0.510915,-2.159661,2.393003,-89.364467,-8.087547,-93.461936
1.172142,1.0,2.542313,-33.182101,-15.273192,-93.14661
1.082146,0.783498,8.05706,19.08126,0.244575,-95.402846
0.721599,-1.29833,-1.962087,-43.934963,-2.538884,-93.821606
1.22994,-0.713578,-4.054519,-85.440312,-9.467901,-90.602684
0.453922,0.563325,4.924209,-11.845901,-1.832842,-89.879773
0.412928,-0.072705,2.126677,-73.286054,-5.340226,-91.266055
1.464591,-2.007945,4.129158,-15.216207,2.199811,-90.940284
0.62066,-0.890139,-0.667828,-82.22517,-5.483465,-89.640005
0.783457,1.0,4.078958,-44.901314,-0.243075,-95.417078
1.153291,2.305797,-2.425142,-22.790285,-3.005254,-90.102117
1.822985,1.0,-0.862215,-93.782712,-4.54536,-89.392184
-0.051056,-1.0,-3.509321,-2.870174,-12.496942,-91.099067
1.332347,-0.44455,-4.857987,6.974181,-4.871756,-93.120653
0.759082,-1.0,0.10232,9.207447,-2.25996,-91.685931
1.108967,1.0,-2.289339,-84.873903,-17.849957,-93.552556
0.897796,-0.407158,-2.859647,-83.113715,2.420557,-89.9761
1.19955,-0.477848,-3.63138,-51.097671,-1.888024,-94.079204
1.629061,0.0,3.67858,-41.797853,-10.436858,-91.986969
1.0025,1.0,-0.273732,-49.541309,-5.54216,-90.939817
0.32093,0.645206,-7.715438,-28.623124,-13.96471,-95.572581
1.003118,-3.98762,1.001057,-4.087244,4.198854,-93.540509
0.803739,1.0,5.885007,-64.286323,4.930638,-93.106056
0.494334,0.44222,4.13859,15.743133,3.95934,-90.102168
1.300557,-1.0,-1.797715,-85.611148,-7.84019,-91.216146
0.157091,1.0,-2.064984,-29.471219,-9.278527,-90.136605
-0.197189,-0.975372,-2.063504,-46.2433,-9.158962,-92.113668
0.542524,-1.0,2.127265,-73.991138,0.742239,-96.186073
0.575238,1.570742,1.769241,-44.149748,-6.416477,-92.137113
1.629687,1.0,-4.358804,-95.078453,-6.797475,-90.539877
0.339023,-1.0,1.945749,21.671681,-3.267749,-90.389625
1.267855,2.678258,-2.442807,-37.672893,-9.212808,-94.725672
0.997126,2.358843,-3.297427,-8.177654,-6.273267,-91.244507
0.984879,1.578874,-2.802459,-81.602847,-8.367411,-95.027545
0.100311,0.0,4.101322,-46.288884,-3.473623,-95.830009
0.617314,0.54553,-3.875362,-42.168914,3.442942,-93.009109
0.455047,-1.0,-0.777364,-41.031056,-10.544939,-92.911776
0.283806,-0.816873,-2.399524,-40.520698,-0.569615,-92.044642
0.537051,0.0,-6.436828,11.680211,9.2451,-90.093353
-0.135638,0.0,-3.407403,-8.164098,-13.461715,-95.178263
-0.546235,-1.0,1.186474,-69.295647,0.656187,-94.800753
1.110945,-1.0,-4.478524,-36.878102,2.10782,-95.066007
0.718253,1.079016,3.232014,-31.780377,-9.385792,-91.089509
1.224008,1.0,-1.451466,-62.406706,-1.866539,-96.00988
1.036588,-1.0,-0.065436,18.809578,-0.183443,-94.268546
0.755852,-1.0,2.482288,-42.490227,2.588694,-91.337066
1.234357,-1.0,3.384227,11.639159,-4.540491,-93.052873
1.057457,-1.0,1.118757,-66.030215,-9.646375,-92.344001
1.273206,0.977916,-1.766048,-76.332521,1.160432,-89.64368
1.564267,1.0,-3.801872,18.210148,-11.451197,-89.614468
1.184783,1.0,4.126132,8.58142,2.505387,-90.825388
1.997991,-0.07319,3.744805,9.776607,4.536984,-94.487682
1.352924,1.0,0.680488,-9.015245,-5.414755,-92.874969
1.707834,-2.149607,-0.737146,-59.656195,-3.569397,-91.908643
1.455889,0.0,3.275966,-71.983673,-5.08165,-92.480808
0.265989,-0.123057,-3.659512,-45.387671,2.350577,-94.755467
0.979285,0.986551,-0.434536,-36.473417,-8.612442,-90.734365
0.720563,-2.158453,6.913654,11.178457,5.819942,-91.36505
1.213115,1.0,-0.530997,-54.342802,4.839127,-89.993133
0.612962,1.0,3.278816,-54.085884,2.503142,-93.694614
0.164093,1.0,1.087405,-42.967973,8.839199,-92.194391
1.213344,0.729925,-1.551809,1.569656,0.920653,-95.167295
1.116553,-1.121525,-3.355815,1.630981,-5.899404,-92.87545
1.004347,1.0,1.925314,-85.505917,-3.998576,-96.229273
-0.007999,1.0,-1.339361,24.679181,-17.655313,-93.569159
0.964107,0.317989,-0.810602,-29.594639,-3.417987,-93.480141
0.899486,-0.46507,-4.609919,1.68958,-6.801456,-92.593639
0.56343,-0.531691,2.029791,-59.951868,-11.660006,-89.545296
0.18763,1.0,-8.243555,16.743168,-12.299324,-91.712927
0.430143,-1.0,0.423303,-30.429243,0.760498,-91.466602
1.124404,-0.885572,6.2619,2.174746,-11.042508,-91.970386
0.372302,0.0,-0.205903,-53.468703,2.165959,-92.910281
1.071391,0.0,-2.956156,17.038571,2.93046,-96.004518
1.394778,0.0,0.835636,-26.456817,-2.589512,-96.344865
0.59236,0.0,6.974736,-81.762493,-0.065627,-90.58093
1.467321,1.0,10.806658,-44.271519,-9.000036,-95.580774
0.012671,-0.70408,0.148197,20.19477,-1.768951,-93.847891
0.189102,1.210697,1.734095,-63.440662,2.741886,-92.765583
-0.5478,-1.05029,4.395071,-10.969001,1.218044,-89.329886
0.199709,1.0,-1.571513,-94.747737,7.196447,-90.345794
1.912353,2.507164,0.609642,-18.488757,1.197434,-93.10126
-0.132081,-1.179621,-4.280448,-7.29784,-2.836268,-95.632244
0.305194,0.388601,0.707106,27.394736,-2.841793,-90.252773
-0.075783,0.0,-6.348243,-84.197865,-8.828344,-92.770915
0.166388,1.0,-3.296755,-86.389012,-7.46183,-91.927605
1.081039,1.0,-1.618067,-49.804349,-3.48347,-90.845364
0.39663,1.0,-5.002098,13.899946,-2.948787,-89.95244
1.299352,-0.584884,-1.325738,-33.34247,-0.027917,-89.97605
1.733933,0.0,8.777133,-31.522398,11.42308,-91.917357
0.870584,-1.433023,-0.227479,-34.053754,2.900098,-94.394964
-0.140641,-1.0,-0.791112,-26.707283,-1.177781,-89.98042
0.725246,-0.947623,0.377602,27.646056,4.814238,-93.146694
0.791144,1.0,-6.225029,15.737028,2.471199,-95.930485
1.281639,-0.822196,-0.108471,-20.996639,-1.741026,-93.036227
1.552317,0.0,-3.198074,-55.901041,-8.625876,-89.650393
0.897448,1.270611,3.020486,-75.6318,-12.436096,-89.468053
-0.000315,0.643768,-0.205593,-0.378384,0.478927,-92.195108
0.802279,-0.338891,-0.214051,-36.416919,-10.158041,-92.614479
1.359298,0.0,-1.732818,-71.474018,3.109597,-92.938236
1.26962,0.0,-3.774525,-11.574795,9.89571,-93.30513
0.177783,0.0,2.541501,-27.432415,2.421853,-91.025723
0.942658,0.0,3.275939,-9.041647,-4.224986,-91.144271
0.870718,-1.0,1.864714,-14.0201,-7.773071,-92.751873
0.539518,1.237013,-1.863476,27.047299,1.392169,-93.578254
0.92658,-0.583211,-0.767636,-23.886034,7.863307,-92.325169
0.638177,-1.346085,-0.074901,-67.879487,-3.772777,-91.216832
0.804658,0.949588,-8.807517,-58.551389,-3.052381,-90.655267
0.304328,-1.0,-7.894448,9.442546,-0.746925,-93.39374
0.331858,1.0,0.220552,24.525897,-10.227002,-90.382363
0.166498,0.624343,0.59215,-92.403368,11.778943,-92.762198
0.787111,-0.223441,-5.007454,-12.217943,-9.516544,-93.800308
0.553347,-1.0,-3.494047,-83.211716,-12.647682,-90.763477
1.959996,1.79606,3.047929,23.875605,14.230185,-96.196997
1.148128,-0.337194,-2.926161,-92.096196,-14.039618,-94.336412
1.673124,0.0,-3.402316,-94.139812,2.109823,-93.520643
0.562637,1.0,-0.233446,-13.20835,1.831798,-95.13381
0.935415,0.0,1.84344,-70.452859,-9.63854,-90.709387
0.924342,0.381135,-2.774468,-17.68396,3.385462,-90.245701
0.798609,0.0,-0.272173,-92.112572,1.338573,-92.895788
0.821549,-1.0,-1.116753,-72.397148,-1.393789,-93.829858
2.051839,0.0,2.189458,9.211997,-15.351205,-89.953593
0.310277,1.0,-1.192616,19.707094,-1.86091,-93.997587
0.675147,1.0,0.863291,-1.418039,-10.949247,-95.075919
0.739641,1.0,-4.546533,22.676491,-8.074249,-95.759561
0.6392,1.810455,-2.800861,-56.745559,-7.000082,-92.522555
0.653686,0.0,1.52101,-0.195705,16.466442,-95.150068
0.392292,1.677906,1.909857,-77.098386,0.496673,-93.218746
1.351838,-0.491547,-3.241833,28.107589,-1.449197,-89.669111
1.507304,0.0,4.485124,-90.318881,5.632864,-91.052471
-0.019286,0.790438,1.781135,-47.521607,-4.777152,-92.92221
0.918112,-1.0,-2.228699,-30.912802,2.612115,-90.167068
0.314477,-1.0,-0.356338,-83.219404,-9.695216,-92.099157
0.713591,1.0,-4.720019,22.353739,-3.467018,-94.423507
0.644315,1.0,-2.446806,-27.933968,5.182863,-89.759904
1.746801,1.0,0.58734,-70.462893,-10.605787,-90.907701
1.203727,-1.0,1.797729,-41.752313,-16.778392,-90.605277
1.247827,-0.793256,-0.642742,-42.366748,0.659297,-91.608991
0.193681,-0.461721,0.730762,-11.566177,-4.006381,-95.863755
1.432874,1.0,-0.708323,-36.193424,6.483557,-92.023443
0.896641,-1.0,-1.197654,-56.511407,-9.130342,-90.222919
1.202964,-1.0,6.603117,-40.667343,-3.857237,-90.495364
-0.151802,-2.549292,2.556515,24.630939,-7.800947,-91.322406
1.075715,1.0,1.045032,-42.305081,2.005859,-90.338199
0.149305,0.0,0.098416,-26.61941,-11.058429,-90.281305
1.232418,-0.142325,0.871455,5.555277,-4.14204,-95.039282
0.977899,0.0,-5.471567,-4.574001,-13.45233,-91.032208
1.127319,0.811146,0.909355,-48.285003,-1.58812,-93.235176
1.504732,0.0,6.563911,-75.317831,-8.99919,-91.306484
0.665564,0.0,-7.241679,-22.806107,5.279704,-95.697179
0.30406,1.555773,-1.690888,26.478684,-13.174558,-96.232091
1.069185,1.0,-6.120914,-10.039864,-14.931692,-92.655269
0.922653,-0.164961,-0.018798,-42.942663,-4.801268,-95.813078
0.66119,-0.429313,-1.453061,20.022598,-2.150645,-89.417912
0.974094,-1.0,1.715252,26.411951,-11.27302,-93.845071
-0.236529,-1.02574,4.746068,-52.07002,-14.574609,-94.867468
0.540025,-1.224668,1.771911,-52.609358,2.682062,-95.156245
0.809801,-1.0,-0.059092,-31.559445,-10.496538,-90.02618
0.404659,2.605235,1.849871,-58.441559,-11.165491,-91.062004
0.924874,0.354495,2.844597,21.00028,8.363914,-92.204596
0.747511,1.0,1.845664,-33.268299,4.866003,-94.291062
0.482138,-1.0,2.825443,-92.190511,-2.347972,-89.729256
1.17118,0.0,0.195804,-89.682188,-6.555055,-89.525022
0.666226,0.133483,-2.362254,-81.970335,-6.65995,-92.91042
0.712067,0.030295,-6.084222,-79.41864,-0.489733,-90.944594
0.736287,-1.0,-0.220291,-13.292565,2.758992,-95.802309
0.457314,1.0,1.243709,16.861454,-6.296731,-93.791905
1.171779,-0.413415,2.310107,-37.41129,7.319211,-94.057982
1.151233,-1.0,-3.489257,-20.677294,-9.251699,-92.902774
0.398287,-1.0,1.83023,-16.098347,2.259587,-94.068054
